   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   3.000000000000000E+00
   1.999924924300000E-04   1.735215724300000E-06   1.549251002400000E-06   1.059335648000000E-08   7.814619134400000E-07   3.000000000000000E+00
   3.999849801700000E-04   3.470970665300000E-06   3.098971805200000E-06   2.119010877500000E-08   1.563189716300000E-06   3.000000000000000E+00
   7.999699416199999E-04   6.944098980200000E-06   6.199823466000000E-06   4.239380596200000E-08   3.127443429100000E-06   3.000000000000000E+00
   1.599939808200000E-03   1.389683482600000E-05   1.240717159000000E-05   8.484200682200000E-08   6.259146359700000E-06   3.000000000000000E+00
   3.199879315600000E-03   2.782826732700000E-05   2.484448375500000E-05   1.699019237700000E-07   1.253535889900000E-05   3.000000000000000E+00
   5.599788009000000E-03   4.879050700900000E-05   4.355714956400000E-05   2.979018309400000E-07   2.198180043800000E-05   3.000000000000000E+00
   9.199649760900000E-03   8.038099732400000E-05   7.175428238100000E-05   4.908287159100000E-07   3.622411873100000E-05   3.000000000000000E+00
   1.459943945300000E-02   1.281000762400000E-04   1.143402021900000E-04   7.823199933100000E-07   5.775236506900000E-05   3.000000000000000E+00
   2.269911725900000E-02   2.004365641300000E-04   1.788786228300000E-04   1.224335763600000E-06   9.041988461900000E-05   3.000000000000000E+00
   3.269870804100000E-02   2.910134521700000E-04   2.596624882500000E-04   1.778063951500000E-06   1.313813534400000E-04   3.000000000000000E+00
   4.269828576300000E-02   3.830209299200000E-04   3.416896680600000E-04   2.340825968300000E-06   1.730541072300000E-04   3.000000000000000E+00
   5.269784996900000E-02   4.764856535000000E-04   4.249823211700000E-04   2.912797974100000E-06   2.154532902600000E-04   3.000000000000000E+00
   6.269740018800000E-02   5.714349092700000E-04   5.095630990900000E-04   3.494160491300000E-06   2.585944593800000E-04   3.000000000000000E+00
   7.269693593100000E-02   6.678966332600000E-04   5.954551601500000E-04   4.085098544200000E-06   3.024935981800000E-04   3.000000000000000E+00
   8.269645668800001E-02   7.658994313400000E-04   6.826821842500000E-04   4.685801802900000E-06   3.471671319300000E-04   3.000000000000000E+00
   9.269596192900000E-02   8.654726002700000E-04   7.712683881600000E-04   5.296464734200000E-06   3.926319430500000E-04   3.000000000000000E+00
   1.026954511000000E-01   9.666461495300000E-04   8.612385413700000E-04   5.917286757400000E-06   4.389053872700000E-04   3.000000000000000E+00
   1.126949236400000E-01   1.069450824100000E-03   9.526179825800000E-04   6.548472407400000E-06   4.860053105200000E-04   3.000000000000000E+00
   1.226943789400000E-01   1.173918127900000E-03   1.045432636800000E-03   7.190231504200000E-06   5.339500665100000E-04   3.000000000000000E+00
   1.326938163900000E-01   1.280080348900000E-03   1.139709033100000E-03   7.842779328800001E-06   5.827585351400000E-04   3.000000000000000E+00
   1.426932353400000E-01   1.387970584100000E-03   1.235474323000000E-03   8.506336807900000E-06   6.324501416500000E-04   3.000000000000000E+00
   1.526926351200000E-01   1.497622766700000E-03   1.332756299800000E-03   9.181130704700000E-06   6.830448767300000E-04   3.000000000000000E+00
   1.626920150300000E-01   1.609071693900000E-03   1.431583418300000E-03   9.867393818900000E-06   7.345633174500000E-04   3.000000000000000E+00
   1.726913743400000E-01   1.722353055700000E-03   1.531984815600000E-03   1.056536519500000E-05   7.870266491700000E-04   3.000000000000000E+00
   1.826907123000000E-01   1.837503465200000E-03   1.633990332700000E-03   1.127529033900000E-05   8.404566884600000E-04   3.000000000000000E+00
   1.926900281100000E-01   1.954560490200000E-03   1.737630536900000E-03   1.199742144700000E-05   8.948759071000000E-04   3.000000000000000E+00
   2.026893209600000E-01   2.073562686300000E-03   1.842936745200000E-03   1.273201763800000E-05   9.503074571400000E-04   3.000000000000000E+00
   2.126885899700000E-01   2.194549630900000E-03   1.949941048300000E-03   1.347934520400000E-05   1.006775197200000E-03   3.000000000000000E+00
   2.226878342700000E-01   2.317561959400000E-03   2.058676336600000E-03   1.423967787100000E-05   1.064303720000000E-03   3.000000000000000E+00
   2.326870529200000E-01   2.442641402500000E-03   2.169176325600000E-03   1.501329705900000E-05   1.122918381100000E-03   3.000000000000000E+00
   2.426862449300000E-01   2.569830825700000E-03   2.281475584300000E-03   1.580049217600000E-05   1.182645329300000E-03   3.000000000000000E+00
   2.526854093000000E-01   2.699174269800000E-03   2.395609563600000E-03   1.660156090500000E-05   1.243511538300000E-03   3.000000000000000E+00
   2.626845449600000E-01   2.830716994300000E-03   2.511614625800000E-03   1.741680951500000E-05   1.305544839600000E-03   3.000000000000000E+00
   2.726836508200000E-01   2.964505521900000E-03   2.629528076400000E-03   1.824655318400000E-05   1.368773958100000E-03   3.000000000000000E+00
   2.826827256900000E-01   3.100587685700000E-03   2.749388196600000E-03   1.909111633800000E-05   1.433228548000000E-03   3.000000000000000E+00
   2.926817683900000E-01   3.239012678200000E-03   2.871234276900000E-03   1.995083300600000E-05   1.498939231900000E-03   3.000000000000000E+00
   3.026807776500000E-01   3.379831102900000E-03   2.995106653400000E-03   2.082604718700000E-05   1.565937640700000E-03   3.000000000000000E+00
   3.126797521400000E-01   3.523095028600000E-03   3.121046744500000E-03   2.171711324700000E-05   1.634256456700000E-03   3.000000000000000E+00
   3.226786904800000E-01   3.668858045600000E-03   3.249097089600000E-03   2.262439632000000E-05   1.703929457800000E-03   3.000000000000000E+00
   3.326775912300000E-01   3.817175325600000E-03   3.379301390800000E-03   2.354827274300000E-05   1.774991565000000E-03   3.000000000000000E+00
   3.426764528700000E-01   3.968103684200000E-03   3.511704554200000E-03   2.448913050000000E-05   1.847478891600000E-03   3.000000000000000E+00
   3.526752738200000E-01   4.121701645900000E-03   3.646352735600000E-03   2.544736970100000E-05   1.921428795700000E-03   3.000000000000000E+00
   3.626740524100000E-01   4.278029513700000E-03   3.783293386600000E-03   2.642340307500000E-05   1.996879934900000E-03   3.000000000000000E+00
   3.726727869200000E-01   4.437149441200000E-03   3.922575304100000E-03   2.741765649400000E-05   2.073872324700000E-03   3.000000000000000E+00
   3.826714755100000E-01   4.599125509000000E-03   4.064248681300000E-03   2.843056952300000E-05   2.152447399300000E-03   3.000000000000000E+00
   3.926701162800000E-01   4.764023804700000E-03   4.208365161700000E-03   2.946259599600000E-05   2.232648076400000E-03   3.000000000000000E+00
   4.026687072200000E-01   4.931912507800000E-03   4.354977896100000E-03   3.051420462800000E-05   2.314518825400000E-03   3.000000000000000E+00
   4.126672462300000E-01   5.102861978300000E-03   4.504141601400000E-03   3.158587965800000E-05   2.398105739200000E-03   3.000000000000000E+00
   4.226657310900000E-01   5.276944850900000E-03   4.655912624000000E-03   3.267812152300000E-05   2.483456610900000E-03   3.000000000000000E+00
   4.326641595000000E-01   5.454236133900000E-03   4.810349004600000E-03   3.379144757000000E-05   2.570621013700000E-03   3.000000000000000E+00
   4.426625290000000E-01   5.634813313500000E-03   4.967510548100000E-03   3.492639281700000E-05   2.659650386900000E-03   3.000000000000000E+00
   4.526608370400000E-01   5.818756464800000E-03   5.127458895800000E-03   3.608351073900000E-05   2.750598125600000E-03   3.000000000000000E+00
   4.626590809300000E-01   6.006148367700000E-03   5.290257602700000E-03   3.726337411700000E-05   2.843519676900000E-03   3.000000000000000E+00
   4.726572578200000E-01   6.197074630800000E-03   5.455972217600000E-03   3.846657592100000E-05   2.938472641100000E-03   3.000000000000000E+00
   4.826553647300000E-01   6.391623821700000E-03   5.624670369100000E-03   3.969373025300000E-05   3.035516879400000E-03   3.000000000000000E+00
   4.926533985200000E-01   6.589887605400000E-03   5.796421854800000E-03   4.094547334200000E-05   3.134714628400000E-03   3.000000000000000E+00
   5.026513558700000E-01   6.791960890600000E-03   5.971298736800000E-03   4.222246459700000E-05   3.236130621300000E-03   3.000000000000000E+00
   5.126492333000000E-01   6.997941984800000E-03   6.149375441600000E-03   4.352538772700000E-05   3.339832217500000E-03   3.000000000000000E+00
   5.226470271000000E-01   7.207932759500000E-03   6.330728866600000E-03   4.485495192500000E-05   3.445889539300000E-03   3.000000000000000E+00
   5.326447334100000E-01   7.422038824900000E-03   6.515438491900000E-03   4.621189312600000E-05   3.554375618500000E-03   3.000000000000000E+00
   5.426423480900000E-01   7.640369715800000E-03   6.703586499700000E-03   4.759697534500000E-05   3.665366552500000E-03   3.000000000000000E+00
   5.526398668200000E-01   7.863039089300000E-03   6.895257899400000E-03   4.901099209800000E-05   3.778941669800000E-03   3.000000000000000E+00
   5.626372850100000E-01   8.090164935100000E-03   7.090540661900000E-03   5.045476791100000E-05   3.895183707600000E-03   3.000000000000000E+00
   5.726345977900000E-01   8.321869799800000E-03   7.289525860800000E-03   5.192915993200000E-05   4.014179001100000E-03   3.000000000000000E+00
   5.826318000200000E-01   8.558281025600000E-03   7.492307822700000E-03   5.343505964300000E-05   4.136017685800000E-03   3.000000000000000E+00
   5.926288862700000E-01   8.799531004900000E-03   7.698984287500000E-03   5.497339469400000E-05   4.260793913400000E-03   3.000000000000000E+00
   6.026258507400000E-01   9.045757452900000E-03   7.909656578199999E-03   5.654513084500000E-05   4.388606083900000E-03   3.000000000000000E+00
   6.126226873300000E-01   9.297103698100001E-03   8.124429781800000E-03   5.815127405800000E-05   4.519557093700000E-03   3.000000000000000E+00
   6.226193895200000E-01   9.553718993100001E-03   8.343412942200000E-03   5.979287272100000E-05   4.653754601100000E-03   3.000000000000000E+00
   6.326159504100000E-01   9.815758848100001E-03   8.566719266100000E-03   6.147102003399999E-05   4.791311312600000E-03   3.000000000000000E+00
   6.426123626600000E-01   1.008338538800000E-02   8.794466342100000E-03   6.318685656200000E-05   4.932345289200000E-03   3.000000000000000E+00
   6.526086184400000E-01   1.035676773300000E-02   9.026776375699999E-03   6.494157297000001E-05   5.076980276600000E-03   3.000000000000000E+00
   6.626047094400001E-01   1.063608241400000E-02   9.263776439500000E-03   6.673641296500000E-05   5.225346060400000E-03   3.000000000000000E+00
   6.726006268000000E-01   1.092151381100000E-02   9.505598742300000E-03   6.857267644600000E-05   5.377578848500000E-03   3.000000000000000E+00
   6.825963610500000E-01   1.121325463100000E-02   9.752380916099999E-03   7.045172290100000E-05   5.533821684400000E-03   3.000000000000000E+00
   6.925919021000000E-01   1.151150641600000E-02   1.000426632500000E-02   7.237497505899999E-05   5.694224892400000E-03   3.000000000000000E+00
   7.025872391500000E-01   1.181648010300000E-02   1.026140439700000E-02   7.434392282400000E-05   5.858946560100000E-03   3.000000000000000E+00
   7.125823606800000E-01   1.212839661300000E-02   1.052395098000000E-02   7.636012752200001E-05   6.028153059800000E-03   3.000000000000000E+00
   7.225772543300000E-01   1.244748750200000E-02   1.079206872200000E-02   7.842522649000000E-05   6.202019613500000E-03   3.000000000000000E+00
   7.325719068600000E-01   1.277399565500000E-02   1.106592749200000E-02   8.054093803200000E-05   6.380730906400000E-03   3.000000000000000E+00
   7.425663040700000E-01   1.310817604700000E-02   1.134570481700000E-02   8.270906679400000E-05   6.564481752900000E-03   3.000000000000000E+00
   7.525604307100000E-01   1.345029655700000E-02   1.163158636800000E-02   8.493150958500000E-05   6.753477821000000E-03   3.000000000000000E+00
