   3.805082818000000E-01   1.532627247300000E+00   2.312834717500000E-01   2.427797664300000E-01   1.499721372900000E+00   2.076084083800000E-02   2.393324535500000E-02   2.000000000000000E-01
   3.805444365000000E-01   1.532610043800000E+00   2.312345846700000E-01   2.427189425100000E-01   1.499719980300000E+00   2.074544647100000E-02   2.391769430100000E-02   1.999535281700000E-01
   3.806167133700000E-01   1.532575632800000E+00   2.311368522900000E-01   2.425972708000000E-01   1.499717175500000E+00   2.071465038800000E-02   2.388658251900000E-02   1.998605643800000E-01
   3.807611368500000E-01   1.532506793900000E+00   2.309415540700000E-01   2.423538321400000E-01   1.499711485900000E+00   2.065302782400000E-02   2.382388307500000E-02   1.996745568700000E-01
   3.810494613200000E-01   1.532369041300000E+00   2.305516198500000E-01   2.418665760200000E-01   1.499699781800000E+00   2.052967085100000E-02   2.369911051300000E-02   1.993022263700000E-01
   3.816240088800000E-01   1.532093181900000E+00   2.297743681300000E-01   2.408905640100000E-01   1.499675017100000E+00   2.028250972300000E-02   2.344896155600000E-02   1.985563381100000E-01
   3.824805186900000E-01   1.531678256300000E+00   2.286148993800000E-01   2.394228663900000E-01   1.499634227600000E+00   1.991088571100000E-02   2.307189870800000E-02   1.974345885700000E-01
   3.837530979100000E-01   1.531052337100000E+00   2.268896504500000E-01   2.372132832800000E-01   1.499563870200000E+00   1.935238160900000E-02   2.250399888500000E-02   1.957459395600000E-01
   3.856336048200000E-01   1.530101738200000E+00   2.243316195800000E-01   2.338815809900000E-01   1.499433899100000E+00   1.851006839300000E-02   2.164432784600000E-02   1.932012153800000E-01
   3.883864168000000E-01   1.528633796000000E+00   2.205566165300000E-01   2.288473578800000E-01   1.499168155600000E+00   1.724179369900000E-02   2.033680548400000E-02   1.893638244400000E-01
   3.916591335200000E-01   1.526704537100000E+00   2.159880745500000E-01   2.225767778400000E-01   1.498674814700000E+00   1.566473379600000E-02   1.869255886100000E-02   1.846075171300000E-01
   3.947666098900000E-01   1.524557682000000E+00   2.115093490100000E-01   2.162533579300000E-01   1.497908522200000E+00   1.408021786200000E-02   1.701475784500000E-02   1.798532777100000E-01
   3.976671122100000E-01   1.522055712800000E+00   2.071126830400000E-01   2.098914578200000E-01   1.496727539700000E+00   1.249040816600000E-02   1.530352732500000E-02   1.751328162000000E-01
   4.002995506800000E-01   1.519000986500000E+00   2.028010577900000E-01   2.035202859500000E-01   1.494926030100000E+00   1.090454716800000E-02   1.356214672300000E-02   1.704933250500000E-01
   4.025792856600000E-01   1.515131658200000E+00   1.986011613300000E-01   1.972047996800000E-01   1.492226615700000E+00   9.338757548200001E-03   1.180555853400000E-02   1.660124727700000E-01
   4.044053633000000E-01   1.510163307300000E+00   1.945823548900000E-01   1.910765576200000E-01   1.488318557000000E+00   7.825520852700000E-03   1.006806724700000E-02   1.618158981800000E-01
   4.056974929900000E-01   1.503920947000000E+00   1.908641302400000E-01   1.853466821600000E-01   1.482992146400000E+00   6.418044873200000E-03   8.411069824899999E-03   1.580729696600000E-01
   4.064589293100000E-01   1.496495101700000E+00   1.875716273300000E-01   1.802356400600000E-01   1.476311364700000E+00   5.171255994700000E-03   6.905345072500000E-03   1.549306725300000E-01
   4.067953462000000E-01   1.488199253500000E+00   1.847544487100000E-01   1.758421835200000E-01   1.468590694300000E+00   4.110715971700000E-03   5.591012794800000E-03   1.524243225700000E-01
   4.068530364300000E-01   1.479354688500000E+00   1.823709893100000E-01   1.721152657500000E-01   1.460175958400000E+00   3.224993135600000E-03   4.464925087400000E-03   1.504807395100000E-01
   4.067565581400000E-01   1.470180020300000E+00   1.803417630700000E-01   1.689380776800000E-01   1.451315283400000E+00   2.486860754700000E-03   3.502337153300000E-03   1.489913641900000E-01
   4.065923920700000E-01   1.460806197400000E+00   1.785909670700000E-01   1.661956189700000E-01   1.442163473300000E+00   1.869921802000000E-03   2.676990839500000E-03   1.478594720800000E-01
   4.064157520900000E-01   1.451312373300000E+00   1.770584396700000E-01   1.637953633200000E-01   1.432815965300000E+00   1.353340709300000E-03   1.968231563600000E-03   1.470108035600000E-01
   4.062602518000000E-01   1.441749663700000E+00   1.756988981300000E-01   1.616671162800000E-01   1.423333210700000E+00   9.225946291000000E-04   1.362294236500000E-03   1.463905410700000E-01
   4.061451783900000E-01   1.432155381700000E+00   1.744785327500000E-01   1.597581932900000E-01   1.413754866600000E+00   5.686194464800000E-04   8.521056899100000E-04   1.459582091800000E-01
   4.060802999600000E-01   1.422563946300000E+00   1.733718322600000E-01   1.580286918600000E-01   1.404107321400000E+00   2.881044217800000E-04   4.379548850100000E-04   1.456834526300000E-01
   4.060689373600000E-01   1.413023869800000E+00   1.723585903600000E-01   1.564469246800000E-01   1.394401530400000E+00   8.570752060000000E-05   1.321187677900000E-04   1.455429854700000E-01
   4.060831088400000E-01   1.408327774900000E+00   1.718818476200000E-01   1.557033234500000E-01   1.389527144900000E+00   2.086755687800000E-05   3.238799273600000E-05   1.455173331900000E-01
   4.060950512900000E-01   1.406061644500000E+00   1.716490640200000E-01   1.553403999800000E-01   1.387072536900000E+00   2.157807687800000E-06   3.360208990900000E-06   1.455148109800000E-01
   4.060967507000000E-01   1.405801381100000E+00   1.716204023700000E-01   1.552957223600000E-01   1.386766870000000E+00   8.997068004300000E-07   1.401660327900000E-06   1.455149649900000E-01
   4.060986963000000E-01   1.405553777000000E+00   1.715887843500000E-01   1.552464382800000E-01   1.386428791900000E+00   4.642872961600000E-08   7.236279698400000E-08   1.455152566000000E-01
