   1.298777403100000E+00   9.777945693600000E-02   9.714151152599999E-02   1.115118546000000E-02   4.500000000000000E+01
   1.298780136600000E+00   9.777944878399999E-02   9.714150291699999E-02   1.115118897000000E-02   4.500019981600000E+01
   1.298782936400000E+00   9.777944993899999E-02   9.714150332700000E-02   1.115119553400000E-02   4.500039961100000E+01
   1.298788535700000E+00   9.777945221999999E-02   9.714150411700000E-02   1.115120865100000E-02   4.500079920300000E+01
   1.298799734700000E+00   9.777945682500000E-02   9.714150573900000E-02   1.115123489900000E-02   4.500159838600000E+01
   1.298822133200000E+00   9.777946606700000E-02   9.714150901400000E-02   1.115128740600000E-02   4.500319675300000E+01
   1.298866930600000E+00   9.777948451600001E-02   9.714151553000000E-02   1.115139241100000E-02   4.500639348500000E+01
   1.298956527800000E+00   9.777952140000000E-02   9.714152854700001E-02   1.115160242600000E-02   4.501278695100000E+01
   1.299096531200000E+00   9.777957910000000E-02   9.714154895100000E-02   1.115193061900000E-02   4.502277673900000E+01
   1.299236542800000E+00   9.777963673700001E-02   9.714156928800000E-02   1.115225881800000E-02   4.503276652600000E+01
   1.299376563400000E+00   9.777969441800000E-02   9.714158966399999E-02   1.115258706000000E-02   4.504275631100000E+01
   1.299516592600000E+00   9.777975209000001E-02   9.714161002600000E-02   1.115291532600000E-02   4.505274609600000E+01
   1.299656630700000E+00   9.777980978100000E-02   9.714163040300000E-02   1.115324362600000E-02   4.506273587900000E+01
   1.299796677400000E+00   9.777986746800001E-02   9.714165077299999E-02   1.115357195200000E-02   4.507272566200000E+01
   1.299936732900000E+00   9.777992517300001E-02   9.714167115500000E-02   1.115390031200000E-02   4.508271544200000E+01
   1.300076797100000E+00   9.777998286600000E-02   9.714169152100000E-02   1.115422869500000E-02   4.509270522200000E+01
   1.300216870000000E+00   9.778004057400000E-02   9.714171189699999E-02   1.115455711100000E-02   4.510269500100000E+01
   1.300356951800000E+00   9.778009829000001E-02   9.714173227700000E-02   1.115488555700000E-02   4.511268477800000E+01
   1.300497042100000E+00   9.778015599100000E-02   9.714175263900000E-02   1.115521402600000E-02   4.512267455400000E+01
   1.300637141400000E+00   9.778021374500000E-02   9.714177304700000E-02   1.115554253900000E-02   4.513266432900000E+01
   1.300777249500000E+00   9.778027149400000E-02   9.714179344600000E-02   1.115587107900000E-02   4.514265410200000E+01
   1.300917366000000E+00   9.778032921000000E-02   9.714181380900000E-02   1.115619963500000E-02   4.515264387500000E+01
   1.301057491500000E+00   9.778038695900000E-02   9.714183420000000E-02   1.115652823000000E-02   4.516263364600000E+01
   1.301197625800000E+00   9.778044472500000E-02   9.714185460200001E-02   1.115685685700000E-02   4.517262341600000E+01
   1.301337768500000E+00   9.778050245700000E-02   9.714187496800000E-02   1.115718550200000E-02   4.518261318500000E+01
   1.301477920300000E+00   9.778056023700001E-02   9.714189537600000E-02   1.115751419000000E-02   4.519260295200000E+01
   1.301618080800000E+00   9.778061801900000E-02   9.714191578200000E-02   1.115784290600000E-02   4.520259271900000E+01
   1.301758249900000E+00   9.778067577200000E-02   9.714193615600000E-02   1.115817164000000E-02   4.521258248400000E+01
   1.301898427900000E+00   9.778073356600001E-02   9.714195656400000E-02   1.115850041500000E-02   4.522257224800000E+01
   1.302038614500000E+00   9.778079134800000E-02   9.714197695700000E-02   1.115882921300000E-02   4.523256201000000E+01
   1.302178810300000E+00   9.778084918000000E-02   9.714199739500000E-02   1.115915805600000E-02   4.524255177200000E+01
   1.302319014300000E+00   9.778090695600000E-02   9.714201777299999E-02   1.115948690800000E-02   4.525254153200000E+01
   1.302459227300000E+00   9.778096476400000E-02   9.714203817800000E-02   1.115981579900000E-02   4.526253129100000E+01
   1.302599449000000E+00   9.778102257400000E-02   9.714205858100000E-02   1.116014471700000E-02   4.527252104900000E+01
   1.302739679500000E+00   9.778108038900001E-02   9.714207898600000E-02   1.116047366500000E-02   4.528251080500000E+01
   1.302879918900000E+00   9.778113822999999E-02   9.714209941000000E-02   1.116080264900000E-02   4.529250056100000E+01
   1.303020167000000E+00   9.778119607600000E-02   9.714211983500000E-02   1.116113166200000E-02   4.530249031500000E+01
   1.303160423700000E+00   9.778125389400000E-02   9.714214022900000E-02   1.116146069400000E-02   4.531248006800000E+01
   1.303300689400000E+00   9.778131176300001E-02   9.714216066799999E-02   1.116178977000000E-02   4.532246981900000E+01
   1.303440963700000E+00   9.778136959500000E-02   9.714218106700000E-02   1.116211886200000E-02   4.533245957000000E+01
   1.303581246800000E+00   9.778142745500000E-02   9.714220148800000E-02   1.116244799000000E-02   4.534244931900000E+01
   1.303721538700000E+00   9.778148531700000E-02   9.714222190800000E-02   1.116277714700000E-02   4.535243906700000E+01
   1.303861839600000E+00   9.778154322300001E-02   9.714224236600000E-02   1.116310634600000E-02   4.536242881400000E+01
   1.304002149000000E+00   9.778160110000000E-02   9.714226279099999E-02   1.116343556300000E-02   4.537241855900000E+01
   1.304142467200000E+00   9.778165898000001E-02   9.714228321500000E-02   1.116376480900000E-02   4.538240830400000E+01
   1.304282794300000E+00   9.778171687300000E-02   9.714230364699999E-02   1.116409408700000E-02   4.539239804700000E+01
   1.304423130000000E+00   9.778177476400000E-02   9.714232407300000E-02   1.116442339200000E-02   4.540238778900000E+01
   1.304563474600000E+00   9.778183267200000E-02   9.714234451200000E-02   1.116475273000000E-02   4.541237753000000E+01
   1.304703827800000E+00   9.778189056400000E-02   9.714236493000000E-02   1.116508209000000E-02   4.542236726900000E+01
   1.304844189900000E+00   9.778194847000000E-02   9.714238535800000E-02   1.116541148300000E-02   4.543235700700000E+01
   1.304984561000000E+00   9.778200641500000E-02   9.714240581899999E-02   1.116574091700000E-02   4.544234674400000E+01
   1.305124940700000E+00   9.778206435300001E-02   9.714242626900001E-02   1.116607037500000E-02   4.545233648000000E+01
   1.305265329300000E+00   9.778212229699999E-02   9.714244672199999E-02   1.116639986400000E-02   4.546232621400000E+01
   1.305405726400000E+00   9.778218022300000E-02   9.714246715200001E-02   1.116672937400000E-02   4.547231594800000E+01
   1.305546132600000E+00   9.778223818900000E-02   9.714248761600000E-02   1.116705892500000E-02   4.548230568000000E+01
   1.305686547300000E+00   9.778229612600001E-02   9.714250804800000E-02   1.116738849500000E-02   4.549229541100000E+01
   1.305826970800000E+00   9.778235406700000E-02   9.714252848000000E-02   1.116771809300000E-02   4.550228514100000E+01
   1.305967403500000E+00   9.778241206500000E-02   9.714254896299999E-02   1.116804773800000E-02   4.551227486900000E+01
   1.306107844700000E+00   9.778247003300000E-02   9.714256941200000E-02   1.116837740100000E-02   4.552226459600000E+01
   1.306248294800000E+00   9.778252802400000E-02   9.714258987900000E-02   1.116870709900000E-02   4.553225432200000E+01
   1.306388753500000E+00   9.778258598900000E-02   9.714261031800001E-02   1.116903681600000E-02   4.554224404700000E+01
   1.306529221100000E+00   9.778264398500000E-02   9.714263078099999E-02   1.116936657200000E-02   4.555223377000000E+01
   1.306669697600000E+00   9.778270199600000E-02   9.714265125500000E-02   1.116969636000000E-02   4.556222349300000E+01
   1.306810182900000E+00   9.778276000699999E-02   9.714267172500000E-02   1.117002617500000E-02   4.557221321400000E+01
   1.306950676800000E+00   9.778281801100000E-02   9.714269218300001E-02   1.117035601700000E-02   4.558220293300000E+01
   1.307091179700000E+00   9.778287602700000E-02   9.714271264900000E-02   1.117068588900000E-02   4.559219265200000E+01
   1.307231691300000E+00   9.778293404799999E-02   9.714273311600000E-02   1.117101579200000E-02   4.560218236900000E+01
